case,prediction
5528,9.38E-01
5529,1.37E-02
5530,1.20E-03
5531,8.61E-01
5532,2.81E-01
5533,1.73E-03
5534,9.70E-01
5535,4.74E-03
5536,1.22E-02
5537,9.79E-01
5538,9.50E-02
5539,9.98E-01
5540,8.16E-01
5541,9.96E-01
5542,9.97E-01
5543,1.02E-03
5544,2.49E-03
5545,9.94E-01
5546,9.96E-01
5547,2.61E-01
5548,6.79E-02
5549,4.65E-02
5550,9.61E-01
5551,2.19E-03
5552,9.98E-01
5553,2.70E-03
5554,5.83E-02
5555,6.78E-03
5556,8.93E-01
5557,5.85E-01
5558,1.31E-02
5559,2.15E-03
5560,9.56E-01
5561,6.10E-03
5562,5.78E-02
5563,1.19E-01
5564,9.45E-01
5565,6.70E-01
5566,8.64E-02
5567,3.69E-03
5568,7.77E-01
5569,9.17E-01
5570,9.84E-01
5571,8.61E-01
5572,7.42E-04
5573,9.96E-01
5574,9.98E-01
5575,9.79E-01
5576,6.38E-01
5577,9.55E-01
5578,7.48E-01
5579,7.05E-03
5580,8.56E-01
5581,5.77E-03
5582,9.25E-01
5583,1.79E-02
5584,7.17E-02
5585,9.98E-01
5586,9.31E-01
5587,9.95E-01
5588,9.92E-01
5589,4.26E-03
5590,9.99E-01
5591,9.94E-01
5592,2.21E-01
5593,5.14E-03
5594,1.15E-01
5595,5.09E-01
5596,3.14E-02
5597,9.96E-01
5598,1.62E-02
5599,9.95E-01
5600,9.97E-01
5601,9.27E-01
5602,9.91E-01
5603,9.97E-01
5604,3.15E-01
5605,8.10E-03
5606,7.19E-03
5607,9.86E-01
5608,9.91E-01
5609,8.76E-01
5610,9.90E-01
5611,9.83E-01
5612,7.15E-01
5613,6.07E-02
5614,2.62E-01
5615,2.46E-01
5616,4.57E-02
5617,9.94E-01
5618,9.99E-01
5619,1.98E-02
5620,1.37E-01
5621,9.65E-01
5622,9.90E-01
5623,5.48E-03
5624,9.99E-01
5625,9.98E-01
5626,5.42E-01
5627,9.85E-01
5628,9.99E-01
5629,8.72E-01
5630,9.92E-01
5631,8.10E-01
5632,2.63E-01
5633,6.31E-01
5634,8.54E-01
5635,9.90E-01
5636,9.62E-01
5637,9.95E-01
5638,9.99E-01
5639,1.28E-03
5640,8.46E-01
5641,3.00E-01
5642,9.98E-01
5643,4.37E-03
5644,8.25E-01
5645,9.65E-01
5646,9.95E-01
5647,7.21E-02
5648,1.36E-01
5649,5.78E-01
5650,8.68E-03
5651,5.94E-01
5652,9.04E-01
5653,8.32E-01
5654,4.72E-01
5655,9.94E-01
5656,9.98E-01
5657,9.97E-01
5658,9.81E-01
5659,9.53E-01
5660,9.37E-01
5661,9.96E-01
5662,9.82E-01
5663,8.51E-02
5664,9.80E-01
5665,1.66E-01
5666,9.93E-01
5667,9.42E-01
5668,9.99E-01
5669,7.40E-01
5670,1.11E-01
5671,9.99E-01
5672,8.03E-01
5673,8.59E-01
5674,2.59E-01
5675,1.63E-01
5676,9.97E-01
5677,4.00E-01
5678,2.75E-01
5679,9.91E-01
5680,6.46E-01
5681,3.78E-01
5682,9.95E-01
5683,9.56E-01
5684,8.52E-01
5685,9.99E-01
5686,9.80E-01
5687,2.14E-01
5688,9.95E-01
5689,9.35E-01
5690,7.20E-01
5691,5.71E-01
5692,9.78E-02
5693,6.12E-01
5694,9.36E-03
5695,1.02E-01
5696,8.29E-01
5697,9.96E-01
5698,9.98E-01
5699,9.30E-02
5700,9.83E-01
5701,5.37E-03
5702,9.97E-01
5703,9.99E-01
5704,4.43E-01
5705,9.12E-01
5706,9.99E-01
5707,9.98E-01
5708,9.77E-01
5709,9.87E-01
5710,9.98E-01
5711,9.68E-01
5712,9.97E-01
5713,9.98E-01
5714,4.42E-01
5715,9.97E-01
5716,9.98E-01
5717,8.67E-01
5718,9.99E-01
5719,9.39E-01
5720,8.58E-01
5721,9.98E-01
5722,9.97E-01
5723,9.99E-01
5724,5.25E-02
5725,8.55E-01
5726,7.40E-01
5727,9.94E-01
5728,9.81E-01
5729,3.15E-01
5730,9.99E-01
5731,5.78E-02
5732,7.65E-01
5733,9.72E-01
5734,8.92E-01
5735,9.94E-01
5736,9.87E-01
5737,1.49E-01
5738,9.49E-01
5739,9.98E-01
5740,9.99E-01
5741,1.84E-01
5742,4.33E-01
5743,9.78E-01
5744,9.99E-01
5745,9.91E-01
5746,9.85E-01
5747,3.65E-01
5748,9.91E-01
5749,9.84E-01
5750,5.99E-02
5751,3.02E-01
5752,6.62E-01
5753,8.91E-01
5754,9.89E-01
5755,9.98E-01
5756,9.99E-01
5757,9.86E-01
5758,8.47E-01
5759,9.99E-01
5760,9.96E-01
5761,3.69E-02
5762,9.78E-01
5763,9.78E-03
5764,9.99E-01
5765,9.99E-01
5766,8.82E-01
5767,9.98E-01
5768,2.05E-02
5769,8.91E-01
5770,9.98E-01
5771,2.53E-01
5772,9.98E-01
5773,2.09E-01
5774,9.96E-01
5775,9.72E-01
5776,9.98E-01
5777,9.97E-01
5778,9.98E-01
5779,9.98E-01
5780,1.48E-02
5781,9.56E-01
5782,9.57E-01
5783,9.57E-01
5784,1.19E-01
5785,9.61E-01
5786,8.39E-01
5787,9.92E-01
5788,2.07E-02
5789,7.96E-01
5790,9.99E-01
5791,9.49E-01
5792,3.89E-01
5793,2.74E-01
5794,9.99E-01
5795,7.86E-01
5796,6.81E-01
5797,3.82E-01
5798,8.18E-02
5799,9.98E-01
5800,9.90E-01
5801,9.97E-01
5802,9.99E-01
5803,1.25E-01
5804,9.94E-01
5805,9.63E-01
5806,4.45E-01
5807,9.85E-01
5808,9.85E-01
5809,9.95E-01
5810,1.00E-02
5811,9.92E-01
5812,9.94E-01
5813,9.92E-01
5814,7.76E-01
5815,8.25E-01
5816,7.53E-01
5817,9.91E-01
5818,9.62E-01
5819,8.15E-01
5820,9.99E-01
5821,9.60E-01
5822,9.99E-01
5823,4.71E-01
5824,9.99E-01
5825,9.80E-01
5826,9.99E-01
5827,9.99E-01
5828,9.98E-01
5829,4.36E-03
5830,9.98E-01
5831,9.81E-01
5832,5.39E-01
5833,9.92E-01
5834,9.63E-01
5835,9.91E-01
5836,1.34E-01
5837,8.59E-01
5838,9.97E-01
5839,9.95E-01
5840,9.98E-01
5841,8.87E-01
5842,1.69E-01
5843,9.97E-01
5844,9.94E-01
5845,1.26E-01
5846,9.98E-01
5847,9.98E-01
5848,9.95E-01
5849,2.59E-02
5850,9.99E-01
5851,3.62E-03
5852,9.99E-01
5853,9.73E-01
5854,4.26E-01
5855,9.94E-01
5856,4.82E-03
5857,9.94E-01
5858,6.77E-01
5859,2.13E-02
5860,8.51E-01
5861,9.97E-01
5862,9.57E-01
5863,7.27E-03
5864,1.78E-01
5865,9.97E-01
5866,9.96E-01
5867,5.06E-01
5868,7.28E-01
5869,2.09E-03
5870,9.67E-01
5871,2.13E-03
5872,4.35E-02
5873,1.29E-01
5874,9.86E-01
5875,6.40E-03
5876,9.99E-01
5877,2.05E-03
5878,9.83E-01
5879,9.75E-01
5880,4.52E-03
5881,1.49E-01
5882,1.42E-03
5883,1.65E-01
5884,1.52E-03
5885,8.51E-02
5886,1.49E-01
5887,9.97E-01
5888,9.82E-01
5889,9.99E-01
5890,6.38E-03
5891,2.79E-03
5892,9.99E-01
5893,6.77E-01
5894,3.17E-03
5895,9.99E-01
5896,4.97E-01
5897,1.42E-03
5898,5.76E-02
5899,9.17E-01
5900,8.50E-01
5901,1.70E-03
5902,1.08E-01
5903,2.70E-03
5904,1.17E-03
5905,1.51E-03
5906,1.26E-02
5907,7.83E-01
5908,9.99E-01
5909,9.99E-01
5910,2.90E-03
5911,1.59E-03
5912,1.76E-01
5913,2.57E-02
5914,3.62E-03
5915,1.06E-03
5916,9.79E-01
5917,8.35E-01
5918,5.69E-03
5919,1.76E-03
5920,1.11E-03
5921,4.85E-03
5922,1.16E-02
5923,2.28E-03
5924,1.19E-03
5925,7.71E-03
5926,4.69E-01
5927,1.84E-02
5928,1.63E-01
5929,2.07E-02
5930,1.03E-02
5931,2.44E-03
5932,1.94E-03
5933,1.41E-03
5934,2.21E-03
5935,3.81E-02
5936,1.52E-02
5937,1.58E-03
5938,2.46E-02
5939,4.98E-01
5940,1.43E-02
5941,1.64E-03
5942,3.10E-03
5943,1.00E-02
5944,1.16E-02
5945,9.58E-02
5946,3.22E-02
5947,1.21E-03
5948,2.46E-02
5949,5.79E-01
5950,2.44E-02
5951,8.55E-02
5952,1.86E-01
5953,5.35E-01
5954,1.99E-03
5955,2.50E-02
5956,2.90E-02
5957,4.98E-03
5958,1.53E-03
5959,2.66E-02
5960,1.83E-02
5961,3.57E-02
5962,1.05E-02
5963,1.66E-02
5964,1.34E-02
5965,2.43E-03
5966,1.78E-03
5967,6.54E-03
5968,2.29E-03
5969,2.80E-01
5970,2.92E-01
5971,3.50E-01
5972,2.36E-01
5973,2.58E-03
5974,1.23E-03
5975,5.76E-03
5976,2.78E-03
5977,6.17E-03
5978,1.30E-01
5979,1.73E-03
5980,8.05E-03
5981,2.47E-02
5982,5.64E-01
5983,1.24E-01
5984,8.55E-03
5985,1.77E-01
5986,1.71E-02
5987,6.73E-01
5988,1.34E-02
5989,9.14E-04
5990,1.35E-03
5991,3.32E-03
5992,1.38E-02
5993,9.79E-03
5994,1.50E-02
5995,2.96E-02
5996,2.25E-03
5997,7.29E-01
5998,9.43E-04
5999,7.03E-03
6000,1.27E-03
6001,2.51E-01
6002,4.53E-03
6003,6.68E-03
6004,9.36E-04
6005,2.14E-03
6006,5.01E-03
6007,1.66E-02
6008,7.44E-02
6009,2.78E-03
6010,2.13E-02
6011,3.44E-02
6012,2.44E-02
6013,2.99E-01
6014,2.07E-03
6015,1.61E-03
6016,5.42E-03
6017,1.95E-03
6018,6.21E-03
6019,1.99E-02
6020,2.00E-01
6021,2.83E-03
6022,3.55E-02
6023,2.58E-03
6024,2.15E-02
6025,1.75E-01
6026,1.54E-02
6027,4.59E-03
6028,4.54E-03
6029,6.71E-03
6030,6.87E-04
6031,8.53E-03
6032,2.60E-02
6033,5.28E-03
6034,9.15E-04
6035,1.35E-02
6036,8.64E-04
6037,1.33E-03
6038,9.89E-03
6039,5.67E-03
6040,1.32E-02
6041,5.27E-02
6042,9.67E-03
6043,2.53E-02
6044,6.24E-04
6045,4.96E-03
6046,2.41E-03
6047,5.21E-03
6048,1.55E-03
6049,5.10E-02
6050,5.25E-01
6051,7.79E-03
6052,5.23E-03
6053,1.68E-01
6054,5.73E-02
6055,1.25E-02
6056,1.18E-02
6057,4.05E-02
6058,9.73E-02
6059,2.60E-03
6060,8.42E-04
6061,7.37E-03
6062,5.42E-02
6063,6.71E-03
6064,2.28E-03
6065,6.62E-03
6066,1.66E-02
6067,4.21E-01
6068,7.18E-01
6069,2.99E-03
6070,1.23E-02
6071,2.67E-03
6072,7.47E-03
6073,1.04E-03
6074,1.44E-02
6075,3.76E-03
6076,2.92E-03
6077,2.43E-03
6078,2.61E-02
6079,4.97E-03
6080,3.77E-04
6081,1.26E-01
6082,4.75E-02
6083,1.35E-03
6084,7.24E-01
6085,2.01E-03
6086,8.36E-04
6087,2.67E-02
6088,2.20E-02
6089,1.01E-01
6090,2.32E-02
6091,4.46E-03
6092,7.37E-02
6093,2.12E-02
6094,3.91E-03
6095,1.08E-02
6096,7.85E-02
6097,1.75E-02
6098,8.94E-04
6099,1.06E-02
6100,1.32E-02
6101,9.19E-01
6102,3.32E-03
6103,5.97E-02
6104,3.58E-03
6105,4.84E-03
6106,1.51E-02
6107,7.85E-04
6108,1.02E-03
6109,4.50E-03
6110,9.58E-01
6111,1.31E-02
6112,3.54E-03
6113,5.72E-03
6114,1.64E-02
6115,1.01E-02
6116,6.89E-02
6117,7.82E-03
6118,1.04E-02
6119,9.86E-01
6120,4.76E-03
6121,1.68E-02
6122,7.49E-02
6123,8.74E-01
6124,3.65E-03
6125,3.21E-02
6126,7.13E-03
6127,7.34E-03
6128,7.21E-03
6129,2.87E-01
6130,2.01E-03
6131,2.28E-03
6132,2.51E-03
6133,2.20E-03
6134,3.24E-03
6135,7.71E-02
6136,1.50E-01
6137,8.04E-03
6138,1.69E-02
6139,2.25E-03
6140,1.99E-03
6141,4.90E-01
6142,5.75E-03
6143,1.18E-02
6144,5.94E-02
6145,1.82E-03
6146,1.55E-03
6147,7.68E-03
6148,2.63E-01
6149,5.04E-03
6150,4.13E-03
6151,6.99E-03
6152,5.36E-02
6153,2.95E-01
6154,8.70E-03
6155,2.59E-01
6156,4.63E-03
6157,2.38E-01
6158,2.81E-02
6159,3.78E-03
6160,3.67E-03
6161,8.51E-02
6162,1.28E-01
6163,1.43E-01
6164,3.40E-03
6165,1.98E-03
6166,9.99E-01
6167,4.25E-03
6168,9.57E-01
6169,2.59E-03
6170,6.15E-03
6171,3.90E-03
6172,4.94E-03
6173,4.88E-01
6174,1.26E-01
6175,3.00E-03
6176,1.85E-03
6177,1.26E-01
6178,2.47E-03
6179,1.42E-03
6180,6.62E-01
6181,9.98E-01
6182,1.65E-03
6183,1.89E-02
6184,2.49E-01
6185,1.28E-03
6186,4.05E-03
6187,4.20E-03
6188,2.34E-02
6189,4.97E-01
6190,7.22E-01
6191,3.19E-02
6192,2.44E-01
6193,1.80E-03
6194,9.87E-01
6195,9.88E-01
6196,3.03E-01
6197,9.98E-01
6198,9.23E-04
6199,6.36E-02
6200,9.89E-01
6201,1.94E-03
6202,1.66E-02
6203,9.76E-01
6204,9.43E-01
6205,5.38E-01
6206,9.91E-01
6207,4.26E-02
6208,2.14E-03
6209,2.40E-01
6210,6.20E-01
6211,9.96E-01
6212,9.88E-01
6213,9.23E-01
6214,9.96E-01
6215,9.63E-01
6216,3.46E-01
6217,9.99E-01
6218,7.31E-02
6219,9.80E-01
6220,2.32E-03
6221,3.79E-03
6222,9.87E-01
6223,9.95E-01
6224,9.47E-02
6225,9.61E-01
6226,7.95E-03
6227,1.28E-01
6228,3.23E-03
6229,1.75E-02
6230,7.42E-03
6231,9.99E-01
6232,1.00E-02
6233,1.58E-03
6234,2.53E-01
6235,9.97E-01
6236,8.52E-01
6237,8.47E-01
6238,3.59E-01
6239,7.86E-01
6240,9.97E-01
6241,6.44E-02
6242,5.42E-02
6243,8.94E-01
6244,9.97E-01
6245,9.71E-01
6246,4.72E-01
6247,9.98E-01
6248,9.99E-01
6249,5.33E-01
6250,9.98E-01
6251,8.33E-01
6252,1.39E-03
6253,8.20E-04
6254,3.70E-01
6255,1.91E-01
6256,6.76E-01
6257,9.65E-01
6258,5.61E-02
6259,5.43E-01
6260,7.22E-01
6261,2.80E-01
6262,7.57E-01
6263,9.98E-01
6264,5.90E-01
6265,7.71E-01
6266,9.95E-01
6267,1.74E-01
6268,3.47E-01
6269,9.98E-01
6270,4.16E-02
6271,9.86E-01
6272,2.46E-01
6273,9.41E-01
6274,8.51E-02
6275,9.92E-01
6276,9.99E-01
6277,9.95E-01
6278,9.29E-01
6279,9.74E-01
6280,7.32E-01
6281,7.90E-01
6282,9.93E-01
6283,8.49E-01
6284,1.42E-01
6285,8.29E-01
6286,1.96E-04
6287,9.95E-01
6288,9.97E-01
6289,9.98E-01
6290,9.99E-01
6291,4.69E-01
6292,6.72E-01
6293,5.78E-02
6294,2.57E-02
6295,9.93E-01
6296,6.48E-01
6297,9.98E-01
6298,1.61E-01
6299,3.97E-01
6300,9.99E-01
6301,4.02E-02
6302,2.19E-01
6303,5.07E-02
6304,3.20E-02
6305,9.49E-01
6306,9.04E-01
6307,7.91E-01
6308,9.99E-01
6309,1.18E-02
6310,9.99E-01
6311,9.98E-01
6312,9.94E-01
6313,9.90E-01
6314,9.39E-01
6315,9.90E-01
6316,5.71E-03
6317,9.88E-01
6318,8.16E-01
6319,1.45E-01
6320,9.63E-01
6321,4.05E-02
6322,9.99E-01
6323,9.59E-01
6324,9.89E-01
6325,9.55E-01
6326,9.37E-01
6327,8.51E-02
6328,9.75E-01
6329,9.69E-01
6330,9.99E-01
6331,3.77E-03
6332,9.98E-01
6333,9.97E-01
6334,9.98E-01
6335,9.07E-01
6336,9.69E-01
6337,6.82E-01
6338,9.55E-01
6339,7.29E-01
6340,9.99E-01
6341,1.70E-01
6342,9.88E-01
6343,3.05E-01
6344,7.77E-01
6345,9.93E-01
6346,9.88E-01
6347,9.99E-01
6348,1.46E-01
6349,9.72E-01
6350,7.80E-02
6351,6.74E-01
6352,9.99E-01
6353,9.92E-01
6354,9.99E-01
6355,9.97E-01
6356,2.45E-01
6357,8.94E-02
6358,9.93E-01
6359,1.04E-01
6360,9.97E-01
6361,2.54E-02
6362,8.55E-01
6363,9.30E-01
6364,6.75E-01
6365,4.55E-01
6366,9.95E-01
6367,1.25E-01
6368,1.43E-02
6369,6.52E-01
6370,2.56E-01
6371,9.53E-02
6372,9.93E-01
6373,9.65E-01
6374,9.87E-01
6375,9.99E-01
6376,9.94E-01
6377,8.31E-01
6378,9.88E-01
6379,9.98E-01
6380,9.98E-01
6381,4.49E-01
6382,4.81E-01
6383,9.87E-01
6384,8.69E-01
6385,9.74E-01
6386,2.26E-01
6387,9.45E-01
6388,9.83E-01
6389,9.92E-03
6390,1.00E+00
6391,9.96E-01
6392,9.96E-01
6393,9.71E-01
6394,9.94E-01
6395,8.46E-01
6396,8.87E-01
6397,3.33E-01
6398,9.97E-01
6399,8.56E-01
6400,9.96E-01
6401,1.48E-01
6402,2.20E-01
6403,9.73E-01
6404,9.87E-01
6405,9.99E-01
6406,9.89E-01
6407,9.98E-01
6408,9.69E-01
6409,9.95E-01
6410,9.62E-01
6411,9.78E-01
6412,7.38E-01
6413,9.73E-01
6414,9.64E-01
6415,9.97E-01
6416,9.13E-01
6417,9.81E-01
6418,9.92E-01
6419,9.90E-01
6420,9.99E-01
6421,5.90E-01
6422,1.99E-01
6423,9.64E-01
6424,7.87E-01
6425,9.22E-01
6426,9.38E-02
6427,8.98E-02
6428,9.99E-01
6429,9.99E-01
6430,7.82E-01
6431,9.15E-02
6432,9.93E-01
6433,9.99E-01
6434,9.90E-01
6435,1.15E-02
6436,9.80E-01
6437,9.99E-01
6438,9.98E-01
6439,1.67E-02
6440,9.90E-01
6441,8.84E-01
6442,1.58E-02
6443,9.97E-01
6444,9.69E-01
6445,2.56E-01
6446,9.66E-01
6447,7.07E-01
6448,9.99E-01
6449,9.91E-01
6450,9.61E-01
6451,9.77E-01
6452,9.95E-01
6453,2.97E-02
6454,9.93E-01
6455,7.68E-02
6456,3.61E-01
6457,3.11E-02
6458,9.97E-01
6459,9.60E-01
6460,9.92E-01
6461,9.89E-01
6462,5.16E-01
6463,9.61E-01
6464,9.96E-01
6465,2.68E-02
6466,1.05E-01
6467,1.52E-01
6468,9.97E-01
6469,9.95E-01
6470,9.83E-01
6471,9.74E-01
6472,9.73E-01
6473,8.58E-01
6474,3.30E-03
6475,1.75E-02
6476,9.21E-01
6477,9.95E-01
6478,9.61E-01
6479,9.83E-01
6480,1.72E-03
6481,9.99E-01
6482,2.57E-02
6483,9.78E-01
6484,9.99E-01
6485,8.60E-01
6486,9.90E-01
6487,7.77E-01
6488,6.39E-01
6489,9.98E-01
6490,9.99E-01
6491,2.09E-01
6492,9.98E-01
6493,9.96E-01
6494,7.36E-01
6495,6.26E-01
6496,9.99E-01
6497,9.58E-01
6498,9.96E-01
6499,9.83E-01
6500,8.52E-01
6501,2.67E-01
6502,1.11E-03
6503,9.98E-01
6504,9.49E-02
6505,2.55E-03
6506,9.19E-01
6507,9.89E-01
6508,1.46E-03
6509,9.94E-01
6510,9.93E-01
6511,9.25E-01
6512,5.19E-01
6513,9.93E-01
6514,8.42E-03
6515,1.28E-01
6516,5.78E-01
6517,9.99E-01
6518,8.30E-01
6519,9.17E-01
6520,9.98E-01
6521,9.90E-01
6522,9.98E-01
6523,9.98E-01
6524,2.27E-02
6525,5.24E-03
6526,6.61E-02
6527,9.84E-01
6528,5.16E-01
6529,8.17E-01
6530,9.70E-01
6531,9.99E-01
6532,1.09E-02
6533,9.25E-01
6534,3.70E-01
6535,3.84E-02
6536,9.85E-01
6537,2.50E-02
6538,3.30E-01
6539,6.33E-03
6540,5.39E-01
6541,9.82E-01
6542,8.61E-03
6543,9.98E-01
6544,9.98E-01
6545,9.91E-01
6546,9.93E-01
6547,2.28E-02
6548,9.96E-01
6549,9.96E-01
6550,9.98E-01
6551,9.86E-01
6552,9.99E-01
6553,2.68E-02
6554,9.98E-01
6555,1.85E-02
6556,9.88E-01
6557,9.91E-01
6558,5.45E-01
6559,1.85E-01
6560,1.40E-02
6561,9.93E-01
6562,6.75E-01
6563,6.41E-01
6564,9.80E-01
6565,9.50E-02
6566,8.66E-03
6567,4.37E-01
6568,9.99E-01
6569,4.47E-02
6570,9.70E-01
6571,8.80E-01
6572,1.03E-01
6573,9.82E-01
6574,7.85E-01
6575,4.11E-04
6576,7.33E-01
6577,7.36E-01
6578,6.30E-01
6579,4.47E-03
6580,1.78E-01
6581,6.35E-03
6582,3.57E-03
6583,9.65E-01
6584,9.84E-01
6585,6.38E-02
6586,3.26E-01
6587,6.55E-03
6588,9.83E-01
6589,9.91E-01
6590,9.77E-01
6591,1.81E-02
6592,9.59E-02
6593,4.10E-03
6594,6.96E-03
6595,3.82E-02
6596,3.32E-03
6597,7.33E-03
6598,4.83E-02
6599,3.51E-03
6600,1.14E-02
6601,4.67E-03
6602,4.29E-03
6603,2.83E-02
6604,1.48E-02
6605,3.68E-03
6606,2.39E-02
6607,2.10E-03
6608,1.79E-02
6609,3.01E-03
6610,7.17E-03
6611,5.57E-02
6612,8.23E-02
6613,1.19E-02
6614,3.50E-02
6615,8.33E-02
6616,8.55E-03
6617,3.51E-03
6618,4.41E-03
6619,6.76E-03
6620,1.66E-03
6621,9.98E-03
6622,2.95E-02
6623,8.33E-03
6624,3.22E-02
6625,4.21E-03
6626,1.16E-03
6627,5.34E-03
6628,2.11E-03
6629,6.49E-03
6630,2.76E-02
6631,9.26E-03
6632,5.41E-04
6633,3.95E-03
6634,4.97E-03
6635,1.01E-01
6636,8.52E-02
6637,7.57E-02
6638,6.63E-03
6639,2.25E-02
6640,1.30E-03
6641,2.56E-02
6642,4.72E-03
6643,2.43E-03
6644,5.27E-02
6645,9.95E-02
6646,2.00E-03
6647,1.09E-03
6648,2.64E-03
6649,1.88E-03
6650,6.79E-04
6651,1.79E-03
6652,7.76E-03
6653,6.59E-01
6654,8.81E-03
6655,3.20E-03
6656,5.19E-03
6657,5.39E-03
6658,6.71E-02
6659,1.53E-03
6660,2.11E-03
6661,9.80E-03
6662,2.00E-01
6663,8.82E-03
6664,8.51E-04
6665,6.76E-03
6666,1.15E-01
6667,2.99E-01
6668,5.41E-03
6669,5.02E-02
6670,3.73E-01
6671,1.53E-02
6672,2.02E-03
6673,2.85E-03
6674,1.07E-03
6675,2.51E-02
6676,2.12E-03
6677,8.17E-02
6678,1.57E-03
6679,1.70E-03
6680,1.13E-03
6681,3.61E-02
6682,1.88E-02
6683,5.84E-03
6684,8.90E-02
6685,6.41E-03
6686,3.40E-02
6687,1.33E-03
6688,3.16E-03
6689,7.46E-03
6690,2.87E-03
6691,1.80E-02
6692,7.90E-03
6693,8.48E-03
6694,8.08E-02
6695,2.06E-03
6696,1.77E-03
6697,3.81E-02
6698,3.51E-02
6699,1.19E-03
6700,1.17E-02
6701,1.09E-02
6702,3.86E-03
6703,5.07E-03
6704,1.47E-02
6705,6.55E-01
6706,3.25E-03
6707,3.31E-04
6708,1.70E-02
6709,2.34E-03
6710,7.54E-03
6711,3.72E-02
6712,2.92E-03
6713,7.32E-02
6714,1.71E-03
6715,5.81E-03
6716,7.90E-03
6717,1.69E-02
6718,4.37E-03
6719,4.85E-03
6720,5.36E-03
6721,3.10E-03
6722,9.04E-03
6723,4.67E-02
6724,7.21E-03
6725,2.79E-03
6726,6.08E-02
6727,1.59E-03
6728,4.93E-03
6729,2.58E-03
6730,2.73E-02
6731,3.92E-03
6732,1.82E-03
6733,2.30E-03
6734,5.35E-02
6735,2.60E-02
6736,3.26E-03
6737,2.53E-03
6738,6.43E-02
6739,1.14E-02
6740,2.96E-03
6741,2.97E-01
6742,2.07E-02
6743,2.05E-03
6744,7.52E-03
6745,2.75E-03
6746,3.62E-02
6747,3.51E-03
6748,7.05E-03
6749,1.30E-02
6750,1.42E-03
6751,3.47E-01
6752,3.87E-03
6753,3.39E-04
6754,2.23E-03
6755,2.51E-02
6756,2.44E-03
6757,1.30E-03
6758,5.61E-01
6759,4.15E-01
6760,5.63E-03
6761,2.99E-02
6762,7.64E-03
6763,5.21E-03
6764,2.23E-04
6765,2.44E-02
6766,6.20E-04
6767,4.92E-03
6768,1.75E-02
6769,9.77E-04
6770,3.47E-03
6771,7.42E-04
6772,3.96E-03
6773,4.75E-03
6774,7.57E-04
6775,2.12E-03
6776,9.01E-02
6777,5.56E-03
6778,2.07E-02
6779,3.08E-01
6780,5.02E-01
6781,3.70E-03
6782,1.33E-02
6783,6.85E-03
6784,1.24E-02
6785,2.07E-03
6786,7.94E-01
6787,1.12E-02
6788,4.03E-03
6789,9.33E-01
6790,2.32E-03
6791,2.15E-02
6792,2.01E-01
6793,3.67E-03
6794,3.11E-03
6795,2.28E-03
6796,3.20E-03
6797,7.98E-01
6798,1.33E-02
6799,1.23E-02
6800,4.14E-03
6801,5.15E-03
6802,1.75E-03
6803,4.47E-03
6804,3.45E-03
6805,3.20E-03
6806,2.33E-03
6807,1.88E-01
6808,1.56E-03
6809,5.40E-02
6810,9.83E-01
6811,2.34E-03
6812,9.07E-04
6813,2.13E-02
6814,3.76E-03
6815,5.65E-03
6816,4.26E-01
6817,9.98E-03
6818,2.16E-01
6819,3.83E-02
6820,2.33E-02
6821,5.93E-02
6822,1.53E-02
6823,5.67E-03
6824,1.85E-03
6825,5.59E-02
6826,4.81E-02
6827,2.41E-02
6828,1.50E-03
6829,3.98E-03
6830,5.78E-03
6831,2.25E-02
6832,4.75E-02
6833,1.22E-02
6834,3.39E-03
6835,1.20E-02
6836,2.41E-03
6837,7.76E-02
6838,2.67E-03
6839,9.86E-04
6840,3.55E-02
6841,1.12E-02
6842,6.94E-03
6843,1.12E-03
6844,6.70E-04
6845,1.30E-03
6846,9.51E-01
6847,1.61E-02
6848,9.88E-01
6849,3.66E-03
6850,1.88E-03
6851,1.49E-03
6852,7.38E-04
6853,1.01E-03
6854,4.73E-03
6855,1.99E-02
6856,4.38E-03
6857,1.04E-02
6858,1.37E-03
6859,3.58E-03
6860,1.44E-02
6861,1.90E-03
6862,5.67E-04
6863,1.47E-03
6864,9.94E-01
6865,2.20E-03
6866,9.91E-01
6867,2.30E-02
6868,1.38E-03
6869,5.80E-01
6870,6.91E-03
6871,6.24E-03
6872,5.22E-03
6873,1.47E-03
6874,2.03E-03
6875,2.31E-02
6876,9.99E-01
6877,4.16E-03
6878,2.17E-03
6879,9.43E-01
6880,5.12E-03
6881,3.61E-03
6882,1.74E-02
6883,9.72E-03
6884,1.53E-01
6885,1.18E-02
6886,2.98E-03
6887,9.39E-01
6888,7.81E-04
6889,9.77E-01
6890,9.26E-01
6891,3.38E-02
6892,7.50E-03
6893,9.64E-01
6894,3.72E-02
6895,2.37E-02
6896,1.82E-02
6897,9.99E-01
6898,8.61E-01
6899,4.09E-02
6900,9.48E-01
6901,9.93E-01
6902,6.08E-02
6903,6.08E-02
6904,1.18E-01
6905,9.84E-01
6906,1.61E-02
6907,2.79E-03
6908,7.71E-03
6909,9.83E-01
6910,2.23E-02
6911,1.89E-02
6912,1.29E-03
6913,9.97E-01
6914,3.92E-01
6915,2.97E-01
6916,6.81E-02
6917,9.40E-01
6918,5.09E-03
6919,2.04E-01
6920,9.99E-01
6921,9.97E-01
6922,4.91E-03
6923,9.95E-01
6924,9.80E-01
6925,9.96E-01
6926,4.42E-01
